peak,symbol
1p22.2,GBP1P1
1p22.2,LRRC8B
1p22.2,FLJ27354
1p22.2,LRRC8C
1p22.2,LRRC8D
1p22.2,GEMIN8P4
1p22.2,ZNF326
1p22.2,BARHL2
1p22.2,LOC105378853
1p22.2,ZNF644
1p22.2,HFM1
1p22.1,CDC7
1p22.1,TGFBR3
1p22.1,BRDT
1p22.1,EPHX4
1p22.1,SETSIP
1p22.1,BTBD8
1p22.1,KIAA1107
1p22.1,C1orf146
1p22.1,GLMN
1p22.1,RPAP2
1p22.1,GFI1
1p22.1,EVI5
1p22.1,FAM69A
1p22.1,RPL5
1p22.1,SNORA66
1p22.1,SNORD21
1p22.1,MTF2
1p22.1,TMED5
1p22.1,CCDC18
1p22.1,CCDC18-AS1
1p22.1,DR1
1p22.1,FNBP1L
1p22.1,BCAR3
1p22.1,LOC100129046
1p22.1,MIR760
1p22.1,DNTTIP2
1p22.1,GCLM
1p22.1,ABCA4
1p22.1,ARHGAP29
1p21.3,ABCD3
1p21.3,F3
1p21.3,LINC01057
1p21.3,MIR378G
1p21.3,SLC44A3
1p21.3,CNN3
1p21.3,LOC729970
1p21.3,ALG14
1p21.3,LOC101928098
1p21.3,TMEM56-RWDD3
1p21.3,TMEM56
1p21.3,LOC101928118
1p21.3,RWDD3
1p21.3,LOC100996630
1p21.3,FLJ31662
1p21.3,LOC100996635
1p21.3,LOC102723661
1p21.3,LOC101928241
1p21.3,PTBP2
1p21.3,DPYD
1p21.3,DPYD-AS1
1p21.3,DPYD-AS2
1p21.3,MIR137HG
1p21.3,MIR137
1p21.3,MIR2682
1p21.3,LOC729987
1p21.3,SNX7
1p21.3,PLPPR5
1p21.3,LOC100129620
1p21.3,PLPPR4
1p21.2,LOC101928270
1p21.2,MIR548N|chr1
1p21.2,PALMD
1p21.2,FRRS1
1p21.2,AGL
1p21.2,SLC35A3
1p21.2,MFSD14A
1p21.2,SASS6
1p21.2,TRMT13
1p21.2,LRRC39
1p21.2,DBT
1p21.2,RTCA-AS1
1p21.2,RTCA
1p21.2,MIR553
1p21.2,CDC14A
1p21.2,GPR88
1p21.2,LINC01349
1p21.2,VCAM1
1p21.2,EXTL2
1p21.2,SLC30A7
1p21.2,DPH5
1p21.2,LOC101928370
1p21.2,LOC102606465
1p21.2,S1PR1
1p21.2,LINC01307
1p21.1,OLFM3
1p21.1,DNAJA1P5
1p21.1,COL11A1
1p21.1,LOC101928436
1p21.1,RNPC3
1p21.1,ACTG1P4
1p21.1,AMY2B
1p21.1,AMY2A
1p21.1,AMY1A
1p21.1,AMY1B
1p21.1,AMY1C
1p21.1,LOC100129138
1p21.1,LOC101928476
1p13.3,PRMT6
1p13.3,NTNG1
1p13.3,VAV3
1p13.3,MIR7852
1p13.3,VAV3-AS1
1p13.3,SLC25A24
1p13.3,NBPF4
1p13.3,NBPF6
1p13.3,FAM102B
1p13.3,HENMT1
1p13.3,PRPF38B
1p13.3,FNDC7
1p13.3,STXBP3
1p13.3,AKNAD1
1p13.3,SPATA42
1p13.3,GPSM2
1p13.3,CLCC1
1p13.3,WDR47
1p13.3,TAF13
1p13.3,TMEM167B
1p13.3,C1orf194
1p13.3,SCARNA2
1p13.3,KIAA1324
1p13.3,SARS
1p13.3,CELSR2
1p13.3,PSRC1
1p13.3,MYBPHL
1p13.3,SORT1
1p13.3,PSMA5
1p13.3,SYPL2
1p13.3,ATXN7L2
1p13.3,CYB561D1
1p13.3,AMIGO1
1p13.3,GPR61
1p13.3,GNAI3
1p13.3,MIR197
1p13.3,GNAT2
1p13.3,AMPD2
1p13.3,GSTM4
1p13.3,GSTM2
1p13.3,GSTM1
1p13.3,GSTM5
1p13.3,GSTM3
1p13.3,EPS8L3
1p13.3,CSF1
1p13.3,AHCYL1
1p13.3,STRIP1
1p13.3,ALX3
1p13.3,LINC01397
1p13.3,UBL4B
1p13.3,SLC6A17
1p13.3,KCNC4-AS1
1p13.3,KCNC4
1p13.3,LOC440600
1p13.3,RBM15
1p13.3,SLC16A4
1p13.3,LAMTOR5-AS1
1p13.3,LAMTOR5
1p13.3,PROK1
1p13.3,CYMP
1p13.3,LOC440602
1p13.3,KCNA10
1p13.3,KCNA2
1p13.3,KCNA3
1p13.3,CD53
1p13.3,LRIF1
1p13.3,DRAM2
1p13.3,CEPT1
1p13.3,DENND2D
1p13.2,CHI3L2
1p13.2,CHIAP2
1p13.2,CHIA
1p13.2,PIFO
1p13.2,PGCP1
1p13.2,OVGP1
1p13.2,WDR77
1p13.2,ATP5F1
1p13.2,C1orf162
1p13.2,TMIGD3
1p13.2,ADORA3
1p13.2,LINC01160
1p13.2,RAP1A
1p13.2,FAM212B
1p13.2,FAM212B-AS1
1p13.2,LOC101928718
1p13.2,DDX20
1p13.2,KCND3
1p13.2,KCND3-IT1
1p13.2,KCND3-AS1
1p13.2,LOC643355
1p13.2,CTTNBP2NL
1p13.2,MIR4256
1p13.2,WNT2B
1p13.2,ST7L
1p13.2,CAPZA1
1p13.2,MOV10
1p13.2,RHOC
1p13.2,PPM1J
1p13.2,FAM19A3
1p13.2,LINC01356
1p13.2,SLC16A1
1p13.2,AKR7A2P1
1p13.2,SLC16A1-AS1
1p13.2,LOC100996251
1p13.2,LRIG2
1p13.2,LOC643441
1p13.2,MAGI3
1p13.2,PHTF1
1p13.2,RSBN1
1p13.2,AP4B1-AS1
1p13.2,PTPN22
1p13.2,BCL2L15
1p13.2,AP4B1
1p13.2,DCLRE1B
1p13.2,HIPK1-AS1
1p13.2,HIPK1
1p13.2,OLFML3
1p13.2,SYT6
1p13.2,TRIM33
1p13.2,BCAS2
1p13.2,DENND2C
1p13.2,AMPD1
1p13.2,NRAS
1p13.2,CSDE1
1p13.2,SIKE1
1p13.2,SYCP1
1p13.2,TSHB
1p13.2,TSPAN2
1p13.2,NGF
1p13.1,VANGL1
1p13.1,CASQ2
1p13.1,NHLH2
1p13.1,LOC101928977
1p13.1,LOC101928995
1p13.1,SLC22A15
1p13.1,MAB21L3
1p13.1,ATP1A1
1p13.1,ATP1A1-AS1
1p13.1,LOC101929023
1p13.1,CD58
1p13.1,MIR548AC
1p13.1,IGSF3
1p13.1,MIR320B1
1p13.1,C1orf137
1p13.1,CD2
1p13.1,PTGFRN
1p13.1,CD101
1p13.1,LOC101929099
1p13.1,TTF2
1p13.1,MIR942
1p13.1,TRIM45
1p13.1,VTCN1
1p12,LINC01525
1p12,MAN1A2
1p12,LOC100996263
1p12,FAM46C
1p12,GDAP2
1p12,WDR3
1p12,SPAG17
1p12,TBX15
1p12,LOC105378933
1p12,WARS2
1p12,WARS2-IT1
1p12,LOC101929147
1p12,HAO2-IT1
1p12,HAO2
1p12,HSD3B2
1p12,HSD3B1
1p12,HSD3BP4
1p12,LINC00622
1p12,ZNF697
1p12,PHGDH
1p12,HMGCS2
1p12,REG4
1p12,NBPF7
1p12,ADAM30
1p12,NOTCH2
1p12,SEC22B
1p11.2,NBPF8
1p11.2,PFN1P2
1p11.2,RNVU1-19
1p11.2,PPIAL4A
1p11.2,FCGR1B
1p11.2,LINC00623
1p11.2,LOC101929798
1p11.2,RNVU1-20
1p11.2,RNVU1-4
1p11.2,HIST2H2BA
1p11.2,FAM72B
1p11.2,SRGAP2C
1p11.2,SRGAP2-AS1
1p11.2,EMBP1
1q21.1,FAM231D
1q21.1,FCGR1CP
1q21.1,LOC388692
1q21.1,LOC645166
1q21.1,RNVU1-17
1q21.1,DRD5P2
1q21.1,FAM72C
1q21.1,LOC101927429
1q21.1,NBPF15
1q21.1,PPIAL4D
1q21.1,PPIAL4E
1q21.1,RNVU1-15
1q21.1,SRGAP2D
1q21.1,FAM72D
1q21.1,LOC103091866
1q21.1,SRGAP2B
1q21.1,NBPF20
1q21.1,RNVU1-14
1q21.1,NBPF25P
1q21.1,GPR89A
1q21.1,PDZK1
1q21.1,CD160
1q21.1,RNF115
1q21.1,POLR3C
1q21.1,MIR6736
1q21.1,NUDT17
1q21.1,PIAS3
1q21.1,ANKRD35
1q21.1,ITGA10
1q21.1,GNRHR2
1q21.1,PEX11B
1q21.1,RBM8A
1q21.1,LIX1L
1q21.1,ANKRD34A
1q21.1,POLR3GL
1q21.1,TXNIP
1q21.1,HFE2
1q21.1,LOC101928979
1q21.1,NBPF10
1q21.1,RNVU1-6
1q21.1,NOTCH2NL
1q21.1,NUDT4P1
1q21.1,NUDT4P2
1q21.1,CH17-408M7.1
1q21.1,HYDIN2
1q21.1,NBPF12
1q21.1,LOC728989
1q21.1,NBPF13P
1q21.1,RNVU1-8
1q21.1,PRKAB2
1q21.1,PDIA3P1
1q21.1,FMO5
1q21.1,CHD1L
1q21.1,LINC00624
1q21.2,BCL9
1q21.2,ACP6
1q21.2,GJA5
1q21.2,GJA8
1q21.2,GPR89B
1q21.2,PDZK1P1
1q21.2,RNVU1-7
1q21.2,NBPF11
1q21.2,LOC100505824
1q21.2,LOC101927468
1q21.2,MIR5087
1q21.2,RNVU1-1
1q21.2,MIR6077
1q21.2,LOC100132057
1q21.2,RNVU1-3
1q21.2,LINC01138
1q21.2,PPIAL4G
1q21.2,NBPF14
1q21.2,PDE4DIP
1q21.2,NBPF9
1q21.2,FCGR1A
1q21.2,HIST2H2BF
1q21.2,LINC00869
1q21.2,PPIAL4C
1q21.2,HIST2H3D
1q21.2,HIST2H2AA3
1q21.2,HIST2H3A
1q21.2,HIST2H4A
1q21.2,HIST2H2BC
1q21.2,HIST2H2BE
1q21.2,HIST2H2AB
1q21.2,HIST2H2AC
1q21.2,BOLA1
1q21.2,SV2A
1q21.2,SF3B4
1q21.2,MTMR11
1q21.2,OTUD7B
1q21.2,VPS45
1q21.2,PLEKHO1
1q21.2,LOC105371433
1q21.2,ANP32E
1q21.2,CA14
1q21.2,APH1A
1q21.2,C1orf54
1q21.2,CIART
1q21.2,MRPS21
1q21.2,PRPF3
1q21.2,RPRD2
1q21.2,MIR6878
1q21.2,TARS2
1q21.2,ECM1
1q21.2,FALEC
1q21.2,ADAMTSL4
1q21.2,MIR4257
1q21.2,ADAMTSL4-AS1
1q21.2,MCL1
1q21.3,ENSA
1q21.3,GOLPH3L
1q21.3,HORMAD1
1q21.3,CTSS
1q21.3,CTSK
1q21.3,ARNT
1q21.3,SETDB1
1q21.3,CERS2
1q21.3,ANXA9
1q21.3,FAM63A
1q21.3,PRUNE1
1q21.3,BNIPL
1q21.3,C1orf56
1q21.3,CDC42SE1
1q21.3,MLLT11
1q21.3,GABPB2
1q21.3,SEMA6C
1q21.3,LYSMD1
1q21.3,TNFAIP8L2-SCNM1
1q21.3,TNFAIP8L2
1q21.3,SCNM1
1q21.3,TMOD4
1q21.3,VPS72
1q21.3,PIP5K1A
1q21.3,PSMD4
1q21.3,LOC100507670
1q21.3,ZNF687
1q21.3,PI4KB
1q21.3,RFX5
1q21.3,GBAT2
1q21.3,SELENBP1
1q21.3,PSMB4
1q21.3,POGZ
1q21.3,CGN
1q21.3,MIR554
1q21.3,TUFT1
1q21.3,SNX27
1q21.3,CELF3
1q21.3,RIIAD1
1q21.3,MRPL9
1q21.3,OAZ3
1q21.3,TDRKH
1q21.3,LINGO4
1q21.3,RORC
1q21.3,C2CD4D
1q21.3,LOC100132111
1q21.3,THEM5
1q21.3,THEM4
1q21.3,S100A10
1q21.3,NBPF18P
1q21.3,S100A11
1q21.3,LOC100131107
1q21.3,TCHHL1
1q21.3,TCHH
1q21.3,RPTN
1q21.3,HRNR
1q21.3,FLG
1q21.3,FLG-AS1
1q21.3,FLG2
1q21.3,CRNN
1q21.3,LCE5A
1q21.3,CRCT1
1q21.3,LCE3E
1q21.3,LCE3D
1q21.3,LCE3C
1q21.3,LCE3A
1q21.3,LCE3B
1q21.3,LCE2D
1q21.3,LCE2C
1q21.3,LCE2B
1q21.3,LCE2A
1q21.3,LCE4A
1q21.3,C1orf68
1q21.3,KPRP
1q21.3,LCE1F
1q21.3,LCE1E
1q21.3,LCE1D
1q21.3,LCE1C
1q21.3,LCE1B
1q21.3,LCE1A
1q21.3,LCE6A
1q21.3,SMCP
1q21.3,IVL
1q21.3,SPRR4
1q21.3,SPRR1A
1q21.3,SPRR3
1q21.3,SPRR1B
1q21.3,SPRR2D
1q21.3,SPRR2A
1q21.3,SPRR2B
1q21.3,SPRR2E
1q21.3,SPRR2F
1q21.3,SPRR2C
1q21.3,SPRR2G
1q21.3,LOC101928009
1q21.3,LELP1
1q21.3,PRR9
1q21.3,LOR
1q21.3,PGLYRP3
1q21.3,PGLYRP4
1q21.3,S100A9
1q21.3,S100A12
1q21.3,S100A8
1q21.3,S100A7A
1q21.3,S100A7L2
1q21.3,S100A7
1q21.3,S100A6
1q21.3,S100A5
1q21.3,LOC101928034
1q21.3,S100A3
1q21.3,S100A4
1q21.3,S100A2
1q21.3,S100A16
1q21.3,S100A13
1q21.3,S100A14
1q21.3,S100A1
1q21.3,CHTOP
1q21.3,ILF2
1q21.3,SNAPIN
1q21.3,NPR1
1q21.3,MIR8083
1q21.3,INTS3
1q21.3,SLC27A3
1q21.3,LOC343052
1q21.3,GATAD2B
1q21.3,DENND4B
1q21.3,CRTC2
1q21.3,SLC39A1
1q21.3,CREB3L4
1q21.3,MIR6737
1q21.3,JTB
1q21.3,RAB13
1q21.3,RPS27
1q21.3,NUP210L
1q21.3,MIR5698
1q21.3,TPM3
1q21.3,MIR190B
1q21.3,C1orf189
1q21.3,C1orf43
1q21.3,UBAP2L
1q21.3,HAX1
1q21.3,AQP10
1q21.3,ATP8B2
1q21.3,IL6R
1q21.3,SHE
1q21.3,TDRD10
1q21.3,UBE2Q1
1q21.3,UBE2Q1-AS1
1q21.3,CHRNB2
1q21.3,ADAR
1q21.3,KCNN3
1q21.3,PMVK
1q21.3,PBXIP1
1q21.3,LOC101928120
1q21.3,PYGO2
1q21.3,SHC1
1q21.3,CKS1B
1q21.3,MIR4258
1q21.3,FLAD1
1q21.3,LENEP
1q21.3,ZBTB7B
1q21.3,DCST2
1q21.3,DCST1
1q21.3,LOC100505666
1q21.3,ADAM15
1q21.3,EFNA4
1q21.3,EFNA3
1q22,EFNA1
1q22,DPM3
1q22,SLC50A1
1q22,KRTCAP2
1q22,TRIM46
1q22,MUC1
1q22,MIR92B
1q22,THBS3
1q22,MTX1
1q22,GBAP1
1q22,GBA
1q22,FAM189B
1q22,SCAMP3
1q22,CLK2
1q22,HCN3
1q22,PKLR
1q22,FDPS
1q22,RUSC1-AS1
1q22,RUSC1
1q22,ASH1L
1q22,MIR555
1q22,POU5F1P4
1q22,ASH1L-AS1
1q22,MSTO1
1q22,MSTO2P
1q22,YY1AP1
1q22,SCARNA26A
1q22,DAP3
1q22,GON4L
1q22,SCARNA26B
1q22,SYT11
1q22,RIT1
1q22,KIAA0907
1q22,SNORA80E
1q22,SCARNA4
1q22,ARHGEF2
1q22,RXFP4
1q22,MIR6738
1q22,SSR2
1q22,UBQLN4
1q22,LAMTOR2
1q22,RAB25
1q22,MEX3A
1q22,LMNA
1q22,SEMA4A
1q22,SLC25A44
1q22,PMF1-BGLAP
1q22,PMF1
1q22,BGLAP
1q22,PAQR6
1q22,SMG5
1q22,TMEM79
1q22,GLMP
1q22,VHLL
1q22,CCT3
1q22,TSACC
1q22,RHBG
1q22,C1orf61
1q22,MIR9-1
1q22,MEF2D
1q22,IQGAP3
1q22,TTC24
1q22,GPATCH4
1q22,NAXE
1q23.1,HAPLN2
1q23.1,LOC101928177
1q23.1,BCAN
1q23.1,NES
1q23.1,CRABP2
1q23.1,ISG20L2
1q23.1,RRNAD1
1q23.1,MRPL24
1q23.1,HDGF
1q23.1,PRCC
1q23.1,SH2D2A
1q23.1,NTRK1
1q23.1,INSRR
1q23.1,PEAR1
1q23.1,LRRC71
1q23.1,ARHGEF11
1q23.1,MIR765
1q23.1,ETV3L
1q23.1,ETV3
1q23.1,CYCSP52
1q23.1,FCRL5
1q23.1,FCRL4
1q23.1,FCRL3
1q23.1,FCRL2
1q23.1,FCRL1
1q23.1,CD5L
1q23.1,KIRREL
1q23.1,LOC105371458
1q23.1,LOC646268
1q23.1,CD1D
1q23.1,CD1A
1q23.1,CD1C
1q23.1,CD1B
1q23.1,CD1E
1q23.1,OR10T2
1q23.1,OR10K2
1q23.1,OR10K1
1q23.1,OR10R2
1q23.1,OR6Y1
1q23.1,OR6P1
1q23.1,OR10X1
1q23.1,OR10Z1
1q23.1,SPTA1
1q23.1,OR6K2
1q23.1,OR6K3
1q23.1,OR6K6
1q23.1,OR6N1
1q23.1,OR6N2
1q23.1,MNDA
1q23.1,PYHIN1
1q23.1,IFI16
1q23.1,POP3
1q23.1,AIM2
1q23.2,CADM3
1q23.2,CADM3-AS1
1q23.2,ACKR1
1q23.2,FCER1A
1q23.2,OR10J3
1q23.2,OR10J1
1q23.2,OR10J5
1q23.2,APCS
1q23.2,CRP
1q23.2,DUSP23
1q23.2,FCRL6
1q23.2,SLAMF8
1q23.2,C1orf204
1q23.2,VSIG8
1q23.2,CFAP45
1q23.2,MIR4259
1q23.2,TAGLN2
1q23.2,IGSF9
1q23.2,SLAMF9
1q23.2,LINC01133
1q23.2,PIGM
1q23.2,KCNJ10
1q23.2,KCNJ9
1q23.2,IGSF8
1q23.2,ATP1A2
1q23.2,ATP1A4
1q23.2,CASQ1
1q23.2,LOC729867
1q23.2,PEA15
1q23.2,DCAF8
1q23.2,PEX19
1q23.2,COPA
1q23.2,SUMO1P3
1q23.2,NCSTN
1q23.2,NHLH1
1q23.2,VANGL2
1q23.2,SLAMF6
1q23.3,CD84
1q23.3,SLAMF1
1q23.3,CD48
1q23.3,SLAMF7
1q23.3,LY9
1q23.3,CD244
1q23.3,ITLN1
1q23.3,LOC101928372
1q23.3,ITLN2
1q23.3,F11R
1q23.3,TSTD1
1q23.3,USF1
1q23.3,ARHGAP30
1q23.3,NECTIN4
1q23.3,KLHDC9
1q23.3,PFDN2
1q23.3,NIT1
1q23.3,DEDD
1q23.3,UFC1
1q23.3,PPOX
1q23.3,USP21
1q23.3,B4GALT3
1q23.3,ADAMTS4
1q23.3,NDUFS2
1q23.3,FCER1G
1q23.3,APOA2
1q23.3,MIR5187
1q23.3,TOMM40L
1q23.3,NR1I3
1q23.3,PCP4L1
1q23.3,MPZ
1q23.3,SDHC
1q23.3,CFAP126
1q23.3,FCGR2A
1q23.3,HSPA6
1q23.3,FCGR3A
1q23.3,FCGR2C
1q23.3,HSPA7
1q23.3,FCGR3B
1q23.3,FCGR2B
1q23.3,RPL31P11
1q23.3,FCRLA
1q23.3,FCRLB
1q23.3,DUSP12
1q23.3,ATF6
1q23.3,OLFML2B
1q23.3,NOS1AP
1q23.3,MIR4654
1q23.3,MIR556
1q23.3,C1orf111
1q23.3,C1orf226
1q23.3,SH2D1B
1q23.3,UHMK1
1q23.3,UAP1
1q23.3,DDR2
1q23.3,HSD17B7
1q23.3,CCDC190
1q23.3,RGS4
1q23.3,RGS5
1q23.3,LOC101928404
1q23.3,NUF2
1q23.3,LOC100422212
1q23.3,PBX1
1q23.3,LOC100505795
1q23.3,LMX1A
1q23.3,RXRG
1q23.3,LOC400794
1q24.1,LRRC52
1q24.1,MGST3
1q24.1,ALDH9A1
1q24.1,LOC440700
1q24.1,TMCO1
1q24.1,LOC100147773
1q24.1,UCK2
1q24.1,MIR3658
1q24.1,FAM78B
1q24.1,MIR921
1q24.1,FMO9P
1q24.1,POGK
1q24.1,TADA1
1q24.1,ILDR2
1q24.1,MAEL
1q24.1,GPA33
1q24.1,DUSP27
1q24.1,LINC01363
1q24.2,POU2F1
1q24.2,CD247
1q24.2,CREG1
1q24.2,RCSD1
1q24.2,MPZL1
1q24.2,ADCY10
1q24.2,MPC2
1q24.2,DCAF6
1q24.2,MIR1255B2
1q24.2,GPR161
1q24.2,TIPRL
1q24.2,SFT2D2
1q24.2,ANKRD36BP1
1q24.2,TBX19
1q24.2,MIR557
1q24.2,LOC100505918
1q24.2,LOC101928565
1q24.2,XCL2
1q24.2,XCL1
1q24.2,DPT
1q24.2,LINC00626
1q24.2,LINC00970
1q24.2,LOC101928596
1q24.2,ATP1B1
1q24.2,NME7
1q24.2,BLZF1
1q24.2,CCDC181
1q24.2,SLC19A2
1q24.2,F5
1q24.2,SELP
1q24.2,SELL
1q24.2,SELE
1q24.2,C1orf112
1q24.2,METTL18
1q24.2,SCYL3
1q24.2,KIFAP3
1q24.2,METTL11B
1q24.2,MIR3119-1
1q24.2,MIR3119-2
1q24.2,hsa-mir-3119-1
1q24.2,LINC01142
1q24.2,LOC101928650
1q24.2,GORAB
1q24.2,PRRX1
1q24.3,MROH9
1q24.3,FMO3
1q24.3,MIR1295A
1q24.3,MIR1295B
1q24.3,FMO6P
1q24.3,FMO2
1q24.3,FMO1
1q24.3,FMO4
1q24.3,TOP1P1
1q24.3,PRRC2C
1q24.3,MYOC
1q24.3,VAMP4
1q24.3,METTL13
1q24.3,DNM3
1q24.3,DNM3-IT1
1q24.3,DNM3OS
1q24.3,MIR199A2
1q24.3,MIR214
1q24.3,MIR3120
1q24.3,C1orf105
1q24.3,PIGC
1q24.3,SUCO
1q24.3,FASLG
1q25.1,TNFSF18
1q25.1,TNFSF4
1q25.1,LOC100506023
1q25.1,LOC101928673
1q25.1,PRDX6
1q25.1,SLC9C2
1q25.1,ANKRD45
1q25.1,LOC730159
1q25.1,KLHL20
1q25.1,CENPL
1q25.1,DARS2
1q25.1,GAS5-AS1
1q25.1,GAS5
1q25.1,SNORA103
1q25.1,SNORD44
1q25.1,SNORD47
1q25.1,SNORD75
1q25.1,SNORD76
1q25.1,SNORD77
1q25.1,SNORD78
1q25.1,SNORD79
1q25.1,SNORD80
1q25.1,SNORD81
1q25.1,SNORD74
1q25.1,ZBTB37
1q25.1,SERPINC1
1q25.1,RC3H1
1q25.1,LOC102724601
1q25.1,RABGAP1L
1q25.1,GPR52
1q25.1,LOC101928696
1q25.1,CACYBP
1q25.1,MRPS14
1q25.1,TNN
1q25.1,KIAA0040
1q25.1,TNR
1q25.1,LOC101928751
1q25.1,RFWD2
1q25.1,SCARNA3
1q25.2,PAPPA2
1q25.2,ASTN1
1q25.2,MIR488
1q25.2,BRINP2
1q25.2,LOC101928778
1q25.2,LOC102724661
1q25.2,SEC16B
1q25.2,LOC730102
1q25.2,RASAL2-AS1
1q25.2,RASAL2
1q25.2,TEX35
1q25.2,C1orf220
1q25.2,MIR4424
1q25.2,RALGPS2
1q25.2,ANGPTL1
1q25.2,FAM20B
1q25.2,TOR3A
1q25.2,ABL2
1q25.2,SOAT1
1q25.2,AXDND1
1q25.2,NPHS2
1q25.2,TDRD5
1q25.2,FAM163A
1q25.2,TOR1AIP2
1q25.2,TOR1AIP1
1q25.2,CEP350
1q25.2,QSOX1
1q25.2,FLJ23867
1q25.2,LHX4
1q25.2,LHX4-AS1
1q25.2,ACBD6
1q25.3,MIR3121
1q25.3,OVAAL
1q25.3,XPR1
1q25.3,KIAA1614
1q25.3,STX6
1q25.3,MR1
1q25.3,IER5
1q25.3,LOC101928973
1q25.3,GM140
1q25.3,CACNA1E
1q25.3,ZNF648
1q25.3,LINC01344
1q25.3,GLUL
1q25.3,TEDDM1
1q25.3,LINC00272
1q25.3,RGSL1
1q25.3,RNASEL
1q25.3,RGS16
1q25.3,LOC284648
1q25.3,RGS8
1q25.3,NPL
1q25.3,DHX9
1q25.3,SHCBP1L
1q25.3,LAMC1
1q25.3,LAMC2
1q25.3,NMNAT2
1q25.3,SMG7-AS1
1q25.3,SMG7
1q25.3,NCF2
1q25.3,ARPC5
1q25.3,RGL1
1q25.3,APOBEC4
1q25.3,COLGALT2
1q25.3,TSEN15
1q25.3,C1orf21
1q25.3,EDEM3
1q25.3,FAM129A
1q25.3,RNF2
1q25.3,TRMT1L
1q25.3,SWT1
1q25.3,IVNS1ABP
1q25.3,GS1-279B7.1
1q25.3,LINC01350
1q25.3,HMCN1
1q31.1,PRG4
1q31.1,TPR
1q31.1,C1orf27
1q31.1,OCLM
1q31.1,LOC102724919
1q31.1,PDC
1q31.1,PTGS2
1q31.1,PACERR
1q31.1,PLA2G4A
1q31.1,LINC01036
1q31.1,LINC01037
1q31.1,BRINP3
1q31.1,LINC01351
1q31.1,LOC440704
1q31.2,RGS18
1q31.2,RGS21
1q31.2,RGS1
1q31.2,RGS13
1q31.2,MIR4426|chr1
1q31.2,RGS2
1q31.2,LINC01032
1q31.2,UCHL5
1q31.2,SCARNA18B
1q31.2,TROVE2
1q31.2,GLRX2
1q31.2,CDC73
1q31.2,MIR1278
1q31.2,B3GALT2
1q31.3,KCNT2
1q31.2,LINC01031
1q31.3,MIR4735
1q31.3,CFH
1q31.3,CFHR3
1q31.3,CFHR1
1q31.3,CFHR4
1q31.3,CFHR2
1q31.3,CFHR5
1q31.3,F13B
1q31.3,ASPM
1q31.3,ZBTB41
1q31.3,CRB1
1q31.3,DENND1B
1q31.3,C1orf53
1q31.3,LHX9
1q31.3,NEK7
1q31.3,ATP6V1G3
1q31.3,PTPRC
1q32.1,MIR181A1HG
1q32.1,MIR181A1
1q32.1,MIR181B1
1q32.1,LINC01221
1q32.1,LINC01222
1q32.1,NR5A2
1q32.1,LINC00862
1q32.1,ZNF281
1q32.1,KIF14
1q32.1,DDX59
1q32.1,LOC101929224
1q32.1,CAMSAP2
1q32.1,GPR25
1q32.1,C1orf106
1q32.1,KIF21B
1q32.1,CACNA1S
1q32.1,ASCL5
1q32.1,TMEM9
1q32.1,IGFN1
1q32.1,PKP1
1q32.1,TNNT2
1q32.1,LAD1
1q32.1,TNNI1
1q32.1,PHLDA3
1q32.1,CSRP1
1q32.1,RPS10P7
1q32.1,NAV1
1q32.1,IPO9-AS1
1q32.1,MIR5191
1q32.1,MIR1231
1q32.1,IPO9
1q32.1,MIR6739
1q32.1,SHISA4
1q32.1,LMOD1
1q32.1,TIMM17A
1q32.1,RNPEP
1q32.1,ELF3
1q32.1,MIR6740
1q32.1,GPR37L1
1q32.1,ARL8A
1q32.1,PTPN7
1q32.1,PTPRVP
1q32.1,LGR6
1q32.1,UBE2T
1q32.1,PPP1R12B
1q32.1,SYT2
1q32.1,KDM5B
1q32.1,PCAT6
1q32.1,MGAT4EP
1q32.1,LOC148709
1q32.1,RABIF
1q32.1,KLHL12
1q32.1,ADIPOR1
1q32.1,CYB5R1
1q32.1,LOC100506747
1q32.1,TMEM183A
1q32.1,PPFIA4
1q32.1,MYOG
1q32.1,ADORA1
1q32.1,MYBPH
1q32.1,CHI3L1
1q32.1,CHIT1
1q32.1,LINC01136
1q32.1,LINC01353
1q32.1,BTG2
1q32.1,FMOD
1q32.1,PRELP
1q32.1,OPTC
1q32.1,ATP2B4
1q32.1,LINC00260
1q32.1,SNORA77
1q32.1,LAX1
1q32.1,ZBED6
1q32.1,ZC3H11A
1q32.1,SNRPE
1q32.1,LINC00303
1q32.1,SOX13
1q32.1,ETNK2
1q32.1,LOC101929441
1q32.1,REN
1q32.1,KISS1
1q32.1,GOLT1A
1q32.1,PLEKHA6
1q32.1,LINC00628
1q32.1,PPP1R15B
1q32.1,PIK3C2B
1q32.1,MDM4
1q32.1,LRRN2
1q32.1,NFASC
1q32.1,CNTN2
1q32.1,TMEM81
1q32.1,RBBP5
1q32.1,DSTYK
1q32.1,TMCC2
1q32.1,NUAK2
1q32.1,KLHDC8A
1q32.1,LEMD1-AS1
1q32.1,LEMD1
1q32.1,BLACAT1
1q32.1,MIR135B
1q32.1,CDK18
1q32.1,LOC284578
1q32.1,MFSD4A
1q32.1,ELK4
1q32.1,SLC45A3
1q32.1,NUCKS1
1q32.1,RAB29
1q32.1,SLC41A1
1q32.1,PM20D1
1q32.1,LOC284581
1q32.1,SLC26A9
1q32.1,LOC103021296
1q32.1,LOC103021295|chr1
1q32.1,RAB7B
1q32.1,CTSE
1q32.1,C1orf186
